text_a	label
PITTSBURGH AT COLORADO	B-ORG O B-LOC
78th ) , Jamir Cvetko ( 87th )	O O O B-PER I-PER O O O
Stocks were down across the board , with Dutch PTT topping the volume list and closing down 1.90 guilders at 58.70 .	O O O O O O O O B-ORG I-ORG O O O O O O O O O O O O
for , goals against , points ) :	O O O O O O O O
Left-back Hinchcliffe , 27 , replaces Tottenham 's Darren Anderton who has a recurring groin problem .	O B-PER O O O O B-ORG O B-PER I-PER O O O O O O O
Zaglebie Lubin 2 LKS Lodz 1	B-ORG I-ORG O B-ORG I-ORG O
* The Federal Trade Commission and Justice Department issue new guidelines for formation of doctors ' networks .	O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O
Younis 4-95 )	B-PER O O
New bomb attacks on Corsica despite crackdown vow .	O O O O B-LOC O O O O
The neighbours in Kathmandu called the police when they saw Dheeraj , employed by the man for the past nine months , limping because of the chains .	O O O B-LOC O O O O O O B-PER O O O O O O O O O O O O O O O O O
Stenning , who has previous convictions , is expected to appeal against the sentence .	B-PER O O O O O O O O O O O O O O
Aamir Sohail c Cork b Croft 46	B-PER I-PER O B-PER O B-PER O
-DOCSTART-	O
Result of	O O
-DOCSTART-	O
MILAN 1996-08-25	B-LOC O
LAST SALE : $ 7,330,000 ( MBIA ) 3/1/90 @ 6.14900 % NIC ; 4yrs 4mos Avg ; BBI-7.27 %	O O O O O O O O O O O O O O O O O O O O
Annabel Ellwood ( Australia ) beat Jennifer Capriati ( U.S. ) 6-4 6	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O
In Vinnytsya :	O B-LOC O
Squad : Hansie Cronje ( captain ) , Craig Matthews ( vice-captain ) , Dave Richardson , Brian McMillan , Gary Kirsten , Andrew Hudson , Pat Symcox , Jonty Rhodes , Allan Donald , Fanie de Villiers , Daryll Cullinan , Derek Crookes , Herschelle Gibs , Nicky Boje .	O O B-PER I-PER O O O O B-PER I-PER O O O O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O
This was because their pre-war homes are now in the Serb-controlled territory , so they were voting for the national assembly of the Republika Srbska , most of the candidates for which are Serbs .	O O O O O O O O O O B-MISC O O O O O O O O O O O O B-LOC I-LOC O O O O O O O O B-MISC O
" They 've got a very sound domestic business which is doing very well , we remain positive on the stock , " said Roe . "	O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O
It said this acreage earning well brought an interest in an additional 5,120 acres , building the company 's gross land position in this area to 8,320 acres .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Stockport 3 0 1 2 0 2 1	B-ORG O O O O O O O
Following are key data from the August monthly survey of trends in UK manufacturing by the Confederation of British Industry ( CBI ) .	O O O O O O O O O O O O B-LOC O O O B-ORG I-ORG I-ORG I-ORG O B-ORG O O
-DOCSTART-	O
Second round	O O
U.S. President Bill Clinton had to drop the resort of Ballybunion from a whirlwind Irish tour last year .	B-LOC O B-PER I-PER O O O O O O B-ORG O O O B-MISC O O O O
Clinton was to deliver his acceptance speech at the final session of the Democratic Convention opening at 8 p.m. EDT ( midnight GMT ) .	B-PER O O O O O O O O O O O O B-MISC I-MISC O O O O O O O B-MISC O O
-DOCSTART-	O
Standings ( tabulated under played , won , drawn , lost , goals	O O O O O O O O O O O O O
15-6	O
Oldham 22 9 1 12 473 681 19	B-ORG O O O O O O O
Metz 3 1 1 1 3 3 4	B-ORG O O O O O O O
6. Scott Russell ( United States ) Suzuki 1:51.287	O B-PER I-PER O B-LOC I-LOC O B-ORG O
Illawarra 42 Penrith 2	B-ORG O B-ORG O
BUCHAREST 1996-08-25	B-LOC O
" An improvement is expected in capacity utilisation , turnover and profits , " the company said in a statement .	O O O O O O O O O O O O O O O O O O O O O
Clinton arrives in Chicago on day of re-nomination .	B-PER O O B-LOC O O O O O
In New York , Jason Dickson scattered 10 hits over 6 1/3 innings in his major-league debut and Chili Davis belted a homer from each side of the plate as the California Angels defeated the Yankees 7-1 .	O B-LOC I-LOC O B-PER I-PER O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O O B-ORG I-ORG O O B-ORG O O
-- The analyst set a 12-month price target of $ 45 and a fiscal 1996 year earnings estimate of $ 3.09 per share , his office said .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
" Between now and then , discussions will take place in one final attempt to persuade the Rugby Football Union to save the Five Nations ' championship in its current form , " the statement said .	O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG O O O B-MISC I-MISC O O O O O O O O O O O O
Costa Rica says Dutch pair kidnapped by Nicaraguans .	B-LOC I-LOC O B-MISC O O O B-MISC O
Co-ordinated guerrilla attacks in two southern states overnight that left at least 13 people dead have caused nervousness in Mexico 's financial markets .	O O O O O O O O O O O O O O O O O O O B-LOC O O O O
Gore presents new image of lead attack dog .	B-PER O O O O O O O O
Jay Buhner hit a three-run homer and former Yankee Terry Mulholland allowed one run over seven innings as the Seattle Mariners completed a sweep of New York with a 10-2 victory in a game marred by a bench-clearing brawl .	B-PER I-PER O O O O O O B-MISC B-PER I-PER O O O O O O O O B-ORG I-ORG O O O O B-ORG I-ORG O O O O O O O O O O O O O
India fishermen say forced to carry Tamil refugees .	B-LOC O O O O O B-MISC O O
The credibility of the Buenos Aires provincial police , the largest force in Argentina , has been undermined this year by scandals that included the indictment of three officers for links to the 1994 bombing of a Jewish community centre and the arrest of an entire drugs squad for drug trafficking .	O O O O B-LOC I-LOC O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O B-MISC O O O O O O O O O O O O O O
SOCCER - FRENCH FIRST DIVISION SUMMARY .	O O B-MISC O O O O
Mohammad Akram 1 0 0 0 0 -	B-PER I-PER O O O O O O
Nepal man held for keeping child servant in chains .	B-LOC O O O O O O O O O
1. Isel Lopez ( Cuba ) 61.36	O B-PER I-PER O B-LOC O O
The San Jose , Calif. , company was up 2-1/8 at 11-3/8 after its announcement Wednesday that it planned to pull out of the highly competitive modem-chip business and focus instead on the fast-growing market for computer networking equipment .	O B-LOC I-LOC O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
77 Wayne Westner ( South Africa ) , Steve Schneiter	O B-PER I-PER O B-LOC I-LOC O O B-PER I-PER
Thais hunt for Australian jail breaker .	O O O B-MISC O O O
Street children , some of them born to prostitutes , held prayers on the street . "	O O O O O O O O O O O O O O O O O
OB 4 Lotte 2	B-ORG O B-ORG O
NovDec unq 732.50 unq unq	O O O O O
BAGHDAD 1996-08-24	B-LOC O
Daewoo Corp will take a 31 percent stake in the venture , Dacom International 25 percent , Dacom 24 percent , and Daewoo Information 20 percent , the statement said .	B-ORG I-ORG O O O O O O O O O O B-ORG I-ORG O O O B-ORG O O O O B-ORG I-ORG O O O O O O O
Elephants are protected under Nepali law , which provides for jail sentences of up to 15 years for convicted elephant killers .	O O O O B-MISC O O O O O O O O O O O O O O O O O
In Bergen : Brann ( Norway ) 2 Shelbourne ( Ireland ) 1 ( 1-1 )	O B-LOC O B-ORG O B-LOC O O B-ORG O B-LOC O O O O O
-DOCSTART-	O
" Without the ability to hedge prices , changes in the world market price for pulp has had an immediate impact on players ' profitability , " OM said .	O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG O O
RTRS - Budget cuts to boost Australia savings - RBA .	B-ORG O O O O O B-LOC O O B-ORG O
London LIFFE futures APT closing prices .	B-LOC B-ORG O O O O O
Sporting his customary bright green outfit , the U.S. champion clocked 10.03 seconds despite damp conditions to take the scalp of Canada 's reigning Olympic champion Donovan Bailey , 1992 champion Linford Christie of Britain and American 1984 and 1988 champion Carl Lewis .	B-ORG O O O O O O O B-LOC O O O O O O O O O O O O B-LOC O O B-MISC O B-PER I-PER O O O B-PER I-PER O B-LOC O B-MISC O O O O B-PER I-PER O
Richmond 28.19 ( 187 ) Fitzroy 5 .	B-ORG O O O O B-ORG O O
" I am reluctant to speculate but we are doing the preparations and the secretary-general is anxious to start the program , " said Undersecretary-General Yasushi Akashi .	O O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O
Thai official flees Hong Kong after passport scam .	B-MISC O O B-LOC I-LOC O O O O
U.S. EMBASSY IN ATHENS CLOSED ON LABOUR DAY , SEP 2 .	B-LOC B-MISC O B-LOC O O B-MISC I-MISC O O O O
SK Ceske Budejovice 3 1 1 1 3 5 4	B-ORG I-ORG I-ORG O O O O O O O
Clearing is through the Hong Kong Central Moneymarkets Unit .	O O O O B-ORG I-ORG I-ORG I-ORG I-ORG O
Constructorol - Sergei Rogachev ( 42nd ) , Gennadi Skidan	B-ORG O B-PER I-PER O O O O B-PER I-PER
Their first assignment , later this year , will be documenting humpback whale migration off Monterey , California .	O O O O O O O O O O O O O O O B-LOC O B-LOC O
-- Bombay newsroom +91-22-265 9000	O B-LOC O O O
Toronto 4 CHICAGO 2	B-ORG O B-ORG O
1996-08-22	O
Lotte 44 6 52 .461 15 1/2	B-ORG O O O O O O
Anyang 0 3 1 6 9 3	B-ORG O O O O O O
SOCCER - GENOA AWARDED ITALIAN CUP WIN .	O O B-ORG O B-MISC I-MISC O O
SEATTLE 67 63 .515 7 1/2	B-ORG O O O O O
Dunfermline 2 0 1 1 2 5 1	B-ORG O O O O O O O
Results at the world track cycling championships on Friday :	O O O O O O O O O O
Demel said the carmaker had hedged about half of its currency risk for 1996 .	B-PER O O O O O O O O O O O O O O
6. Erik Camerlengo ( Italy ) Yamaha	O B-PER I-PER O B-LOC O B-ORG
England soccer manager Glen Hoddle confirmed on Wednesday that the Liverpool pair of Steve McManaman and Robbie Fowler would miss England 's World Cup qualifying match against Moldova on Sunday .	B-LOC O O B-PER I-PER O O O O O B-ORG O O B-PER I-PER O B-PER I-PER O O B-LOC O B-MISC I-MISC O O O B-LOC O O O
------------------------	O
A shares -- distributed to former holders of property rights in the Beirut central district SOLIDERE is rebuilding -- closed at $ 104.625 unchanged from Thursday .	O O O O O O O O O O O O B-LOC O O B-ORG O O O O O O O O O O O
Iran has warned Germany that bilateral relations could suffer if it pays heed to the testimony of Banisadr , an architect of Iran 's Islamic revolution who has been a sworn enemy of Tehran since he fell from favour after a year as president .	B-LOC O O B-LOC O O O O O O O O O O O O O B-PER O O O O B-LOC O B-MISC O O O O O O O O B-LOC O O O O O O O O O O O
2. Michele Bartoli ( Italy )	O B-PER I-PER O B-LOC O
9 .Robbie McEwen ( Australia ) Rabobank	O B-PER I-PER O B-LOC O B-ORG
Barrier removed to Brazil CVRD sell-off .	O O O B-LOC B-ORG O O
Romania 's soccer bosses also fined Cozma , a well-known miners ' union leader , 10 million lei ( $ 3000 ) for the half-time attack on Dinamo Bucharest 's Danut Lupu last Sunday .	B-LOC O O O O O B-PER O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG O B-PER I-PER O O O
But he warned that the situation was not as ideal in central and southern Texas , where mositure levels were still short despite the rains brought by Hurricane Dolly last week .	O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O B-MISC O O O
.	O
It brought in 4,275 tonnes of British mutton , some 10 percent of overall imports .	O O O O O O B-MISC O O O O O O O O O
Expected Sale Date : 08/28/96	O O O O O
Faulding target of patent lawsuit .	B-ORG O O O O O
The arrests followed a tip-off from a married couple who unexpectedly showed up at investigators ' offices on Wednesday . "	O O O O O O O O O O O O O O O O O O O O O
" It would seem that the subject of extradition is unworthy of an opinion from the government , " Deputy Prosecutor-General Adolfo Salamanca said .	O O O O O O O O O O O O O O O O O O O O O B-PER B-LOC O O
I. Healy b Brandes 5	B-PER I-PER O B-PER O
" In terms of tennis , I think the junior players are really good now .	O O O O O O O O O O O O O O O O
Schumacher won the race in 1 hour 28 minutes 15.125 seconds at an average speed of 208.442 km / hour ( 130 m.p.h. ) .	B-PER O O O O O O O O O O O O O O O O O O O O O O O O
( $ 1 = 2,341 rupiah )	O O O O O O O
Juppe will meet Greek Prime Minister Costas Simitis and Foreign Minister Theodoros Pangalos , Reppas told reporters .	B-PER O O B-MISC O O B-PER I-PER O O O B-PER I-PER O B-PER O O O
+1 Fred Couples through 15	O B-PER I-PER O O
Stuttgart 10,655 up 11.7	B-LOC O O O
I will not dignify such journalism with a reply or an answer .	O O O O O O O O O O O O O
Perhaps the best , yet most unfortunate , first-round matchup of the men 's competition pits eighth seed Jim Courier against retiring star Stefan Edberg .	O O O O O O O O O O O O O O O O O O B-PER I-PER O O O B-PER I-PER O
Sjeng Schalken ( Netherlands ) beat Gilbert Schaller ( Austria ) 6- 3 6-4 6-7 ( 6-8 ) 6-3	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O O O O O O O
Pudvah said he understood other people with minor injuries were being treated at the scene .	B-PER O O O O O O O O O O O O O O O
The police are still investigating the incident .	O O O O O O O O
were largely unchanged at the Bank of Finland 's daily fixing on	O O O O O B-ORG I-ORG I-ORG O O O O
Clinton 's Ballybunion fans invited to Chicago .	B-PER O B-ORG O O O B-LOC O
5. Kenneth Eriksson ( Sweden ) Subaru Impreza 2:39	O B-PER I-PER O B-LOC O B-MISC I-MISC O
The man drew attention to himself in the North Island town of Tauranga while trying to reverse his car out of a pothole on Saturday night .	O O O O O O O O B-PER I-PER O O B-LOC O O O O O O O O O O O O O O
" Because our leaders have started to behave with extreme hostility towards the interests of their peoples to court the goodwill of the Americans and the Zionists , " he added .	O O O O O O O O O O O O O O O O O O O O O O O B-MISC O O B-MISC O O O O O
OAKLAND AT BALTIMORE	B-ORG O B-LOC
A Finance Ministry official explained that the cheques for corporate tax payments had been sucked into the ventilation system , the weekly reported .	O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O
LUANDA 1996-08-23	B-LOC O
OSLO 1996-08-22	B-LOC O
U.S. Ambassador Myles Frechette applauded the move , saying it could prompt the Clinton administration to remove Colombia from a list of outcast nations that have failed to cooperate in U.S. counternarcotics efforts .	B-LOC O B-PER I-PER O O O O O O O O O B-PER O O O B-LOC O O O O O O O O O O O O B-LOC O O O
In Chicago , Cal Eldred pitched 5-1/3 scoreless innings and John Jaha scored one run and doubled in another as the Milwaukee Brewers held off the slumping Chicago White Sox , 3-2 .	O B-LOC O B-PER I-PER O O O O O B-PER I-PER O O O O O O O O O B-ORG I-ORG O O O O B-ORG I-ORG I-ORG O O O
Marseille 1 Metz 2	B-ORG O B-ORG O
In Detroit , Orel Hershiser recorded his fourth straight win and Albert Belle snapped a sixth-inning tie with a grand slam as the Cleveland Indians completed a season sweep of the Detroit Tigers with a 9-3 victory .	O B-LOC O B-PER I-PER O O O O O O B-PER I-PER O O O O O O O O O O B-ORG I-ORG O O O O O O B-ORG I-ORG O O O O O
Penalties : Wessels 2 .	O O B-PER O O
Production of cold laminates was 120,500 tonnes , 4.2 percent higher than the same month last year and 11 percent higher than in June .	O O O O O O O O O O O O O O O O O O O O O O O O O
In Kragujevac where the plant is based , 9,000 to 10,000 people gathered in the central square to express their bitterness at what Stanojlovic called government indifference .	O B-LOC O O O O O O O O O O O O O O O O O O O O O B-PER O O O O
10. Denmark 8.30	O B-LOC O
Starting price at the auction was 2,746 roubles a share and the 40 lots sold for between 2,840 and 2,998 roubles a share , the FFK said in a statement .	O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG O O O O O
Bosnian premier in Turkey for one day visit .	B-MISC O O B-LOC O O O O O
She is like a goddess , " said Raju , 8 , who has a mother but no father .	O O O O O O O O O O O O O O O O O O O O
Figures were as follows ( in tonnes ) :	O O O O O O O O O
Newcastle 24 Western Reds 20	B-ORG O B-ORG I-ORG O
England were 100 for two at lunch on the first day of the third and final test against Pakistan at The Oval on Thursday .	B-LOC O O O O O O O O O O O O O O O O O B-LOC O B-LOC I-LOC O O O
Leading scorers in the French	O O O O B-MISC
66 75	O O
Scorers : Petr Gunda ( 1st and 26th ) , Lumir Mistr ( 19th ) ,	O O B-PER I-PER O O O O O O B-PER I-PER O O O O
Bayern Munich 3 2 1 0 7 2 7	B-ORG I-ORG O O O O O O O
" One locomotive was stationary and the passenger train collided into the back of it , " a police spokesman in Linz told Reuters by telephone .	O O O O O O O O O O O O O O O O O O O O O B-LOC O B-ORG O O O
OSCE postpones Bosnian municipal elections .	B-ORG O B-MISC O O O
SOCCER - BELGIAN FIRST DIVISION RESULTS / STANDINGS .	O O B-MISC O O O O O O
Rating Announcement As of 08/23/96 .	O O O O O O
The home side boasts world number six Goran Ivanisevic , and Newcombe conceded his players would be hard-pressed to beat the Croatian number one .	O O O O O O O B-PER I-PER O O B-PER O O O O O O O O O B-MISC O O O
Gornik Zabrze 7 1 1 5 6 10 4	B-ORG I-ORG O O O O O O O
Chornomorets 6 4 1 1 11 7 13	B-ORG O O O O O O O
Saeed Anwar c Knight b Mullally 1	B-PER I-PER O B-PER O B-PER O
The report , which could not be independently verified on Wednesday night , said Pessina was sentenced in Italy to eight years and 11 months in prison for robbery and illegal weapons and explosives possession .	O O O O O O O O O O O O O O B-PER O O O B-LOC O O O O O O O O O O O O O O O O O
-- Romina Nicaretta , Sao Paulo newsroom , 5511 232 4411 .	O B-PER I-PER O B-LOC I-LOC O O O O O O
20,000	O
They did n't really get hurt as much as I think they should have , " said Stich . "	O O O O O O O O O O O O O O O O O B-PER O O
Portsmouth 1 Queen 's Park Rangers 2	B-ORG O B-ORG I-ORG I-ORG I-ORG O
The defending world champion Atlanta Braves , with the best record and best pitching in baseball , added another weapon Wednesday , acquiring Denny Neagle , the winningest left-hander in the National League , from the Pittsburgh Pirates .	O O O O B-ORG I-ORG O O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O B-MISC I-MISC O O O B-ORG I-ORG O
D. Fulton 64 , N. Llong 63 , M. Walker 59 ) and second innings	B-PER I-PER O O B-PER I-PER O O B-PER I-PER O O O O O
Paris CAC-40 General index -- 2,355.93 ( Feb 2/94 )	B-LOC B-MISC I-MISC O O O O O O O
The Russians postponed the talks after a Chechen band disarmed a column of interior ministry troops on Sunday .	O B-MISC O O O O O B-MISC O O O O O B-ORG I-ORG O O O O
Cincinnati 6 FLORIDA 5 ( 1ST GM )	B-ORG O B-ORG O O O O O
Surrey 13 6 1 6 37 48 199	B-ORG O O O O O O O
Liberia 's civil war , launched by Taylor in 1989 , has killed well over 150,000 people .	B-LOC O O O O O O B-PER O O O O O O O O O O
TUNIS 1996-08-24	B-LOC O
Rate ( % ) 13.67 14.15 15.19 - -	O O O O O O O O O
Sporting Sale 0 Meknes 1	B-ORG I-ORG O B-ORG O
( 12.434 / 12.177).	O O O O
England infuriated their championship colleagues when they decided to sign a 87.5 million pounds sterling ( $ 135.8 million ) deal giving Sky television exclusive rights to rugby union matches in England .	B-LOC O O O O O O O O O O O O O O O O O O O O O B-ORG O O O O O O O O B-LOC O
Pakistan	B-LOC
London ( The Oval ) : Warwickshire 195 ( A. Giles 50 ; B. Julian 4-66 , C. Lewis 4-45 ) , Surrey 82-0 .	B-LOC O B-LOC I-LOC O O B-ORG O O B-PER I-PER O O B-PER I-PER O O B-PER I-PER O O O B-ORG O O
But Raichev said it would be " discrimination " against the other airlines if only Balkan planes were guided in .	O B-PER O O O O O O O O O O O O O B-LOC O O O O O
-DOCSTART-	O
Iraq on Wednesday said the hijackers of a Sudanese airliner were not Iraqi diplomats and added that " noble Iraqis " would never contemplate such an action .	B-LOC O O O O O O O B-MISC O O O B-MISC O O O O O O B-MISC O O O O O O O O
Hoping for a longer engagement on the cement at Flushing Meadows were the sixth-seeded Huber of Germany and 12th seed Maleeva of Bulgaria .	O O O O O O O O O B-LOC I-LOC O O O B-PER O B-LOC O O O B-PER O B-LOC O
Prodi will also meet President Suleyman Demirel and Foreign Minister Tansu Ciller , Akbel said .	B-PER O O O O B-PER I-PER O O O B-PER I-PER O B-PER O O
* Securities and Exchange Commission acts to improve stock-trade prices for investors .	O B-ORG I-ORG I-ORG I-ORG O O O O O O O O
1 - Pete Sampras ( U.S. ) vs. Adrian Voinea ( Romania )	O O B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O
-- Oliver Ludwig , New York Energy Desk +1 212 859 1633	O B-PER I-PER O B-ORG I-ORG I-ORG I-ORG O O O O
Men 's Australian Open champion Boris Becker will also miss the year 's final Grand Slam with a wrist injury .	O O B-MISC I-MISC O B-PER I-PER O O O O O O O B-MISC I-MISC O O O O O
A doctor said it was too early to say whether Popov , the only man to retain the Olympic 50 and 100 metres freestyle titles , would return to top-level sport .	O O O O O O O O O O B-PER O O O O O O O B-MISC O O O O O O O O O O O O O
1. Gerhard Berger ( Austria ) Benetton 1 minute 53.706 seconds	O B-PER I-PER O B-LOC O B-ORG O O O O
Vavuniya is just south of the northern mainland area controlled by the LTTE .	B-LOC O O O O O O O O O O O B-ORG O
championship at Collingtree Park on Wednesday ( Britain unless	O O B-LOC I-LOC O O O B-LOC O
One of them negotiated through the pilot in English .	O O O O O O O O B-MISC O
But the crowd dispersed without incident .	O O O O O O O
Yr / yr rise +3.5 +3.6 +5.2 - -	O O O O O O O O O
South Sydney 21 5 1 15 304 586 11	B-ORG I-ORG O O O O O O O
May - - - - -	O O O O O O
Jacob Hlasek ( Switzerland ) beat Nicklas Kulti ( Sweden ) 6-3 6-4	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O
MOSCOW 1996-08-27	B-LOC O
" We agreed that following detailed scientific analysis using a methodology which would take out the maximum number of BSE cases possible .	O O O O O O O O O O O O O O O O O O O B-MISC O O O
-DOCSTART-	O
Italy police arrest five over double Mafia killing .	B-LOC O O O O O O O O
soccer match on Sunday :	O O O O O
Enraged drunks and street people in this town known for its machismo have organised a so-far unsuccessful search for the culprit who finds victims in the dark streets surrounding a local market .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
ATLANTA 82 49 .626 -	B-ORG O O O O
Odra Wodzislaw 7 3 1 3 13 10 10	B-ORG I-ORG O O O O O O O
Iran accuses Iraq of ceasefire violations .	B-LOC O B-LOC O O O O
MADRID 1996-08-28	B-LOC O
Bowling : Cork 3-0-15-0 , Mullally 3-0-24-1 , Croft 0.4-0-9-0	O O B-PER O O B-PER O O B-PER O
Delivery Date : 08/29/1996	O O O O
Zambian President Frederick Chiluba shuffled his cabinet on Wednesday to fill a vacancy left after the sacking of Legal Affairs Minister Remmy Mushota .	O O B-PER I-PER O O O O O O O O O O O O O O O O O B-PER I-PER O
Six months ended June 30	O O O O O
We have seen elections as a step in the normalisation process , " the foreign ministry official said .	O O O O O O O O O O O O O O O O O O O
Eritrea cut diplomatic ties with Sudan in 1994 , accusing it of training rebels to make raids into Eritrea .	B-LOC O O O O B-LOC O O O O O O O O O O O O B-LOC O
The January-April 1995 import figure was revised from 39,584 million markka and the export figure from 55,627 million markka .	O O O O O O O O O O O O O O O O O O O O
matches played at the weekend :	O O O O O O
Lufthansa cargo Q2 load factor up 1.7 pct .	B-ORG O O O O O O O O
But they have difficulty remembering what happened there , perhaps because of drugs , and are unsure whether they were filmed for pornography , Rudolf Gajdos , head of the Slovak office of Interpol , told Reuters .	O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O O O O B-MISC O O B-ORG O O B-ORG O
The UEFA Fair Play rankings are : 1 .	O B-MISC I-MISC I-MISC O O O O O
South African provincial side Boland said on Thursday they had signed Leicestershire fast bowler David Millns on a one year contract .	B-MISC I-MISC O O B-ORG O O O O O O B-ORG O O B-PER I-PER O O O O O O
Freiburg 4 1 0 3 6 13 3	B-ORG O O O O O O O
Women 's javelin	O O O
Nantes 0 Lens 1	B-ORG O B-ORG O
Vac 0 Vasas 1	B-ORG O B-ORG O
Nottingham Forest 3 1 1 1 5 5 4	B-ORG I-ORG O O O O O O O
1996B	O
It was also Williams ' first win in three career decisions against San Francisco .	O O O B-PER O O O O O O O O B-LOC I-LOC O
Some of these sales may not be final as they may be subject to inspection , survey or other conditions .	O O O O O O O O O O O O O O O O O O O O O
Todd Woodbridge ( Australia ) vs. qualifier	B-PER I-PER O B-LOC O O O
STANSTED , England 1996-08-27	B-LOC O B-LOC O
NEW YORK 73 54 .575 -	B-ORG I-ORG O O O O
Eli Lilly sold IVAC on Dec. 31 , 1994 to DLJ Merchant Banking Partners LP , River Medical Inc. and other investors .	B-ORG I-ORG O B-ORG O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG O O O O
LOS ANGELES 7 New York 5	B-ORG I-ORG O B-ORG I-ORG O
-DOCSTART-	O
WEATHER - Conditions at CIS airports - August 23 .	O O O O B-LOC O O O O O
The spokesman Peter Lerner said he knew nothing about soldiers having stolen anything from the Palestinians .	O O B-PER I-PER O O O O O O O O O O O B-MISC O
Algeria forces kill guerrillas - papers .	B-LOC O O O O O O
None of our basic precepts have been challenged . "	O O O O O O O O O O
Since taking over as captain from Neale Fraser in 1994 , Newcombe 's record in tandem with Roche , his former doubles partner , has been three wins and three losses .	O O O O O O B-PER I-PER O O O B-PER O O O O O B-PER O O O O O O O O O O O O O O
Squad :	O O
( Australia ) , Mark Roe , Emanuele Canonica ( Italy )	O B-LOC O O B-PER I-PER O B-PER I-PER O B-LOC O
9/16 - Luo Yigang ( China ) beat Jason Wong ( Malaysia ) 15-5 15-6	O O B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O
-DOCSTART-	O
The opinion of the military in Thailand , which has seen 17 coups or attempted coups since the country switched to parliamentary democracy from absolute monarchy in 1932 , always carries weight in the political scene , despite officials ' vows to distance the military from politics .	O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3. Silke Renk ( Germany ) 56.70	O B-PER I-PER O B-LOC O O
-DOCSTART-	O
LONDON 1996-08-29	B-LOC O
2 - Zhang Ning ( China ) beat Olivia ( Indonesia ) 11-8 11-6	O O B-PER I-PER O B-LOC O O B-PER O B-LOC O O O
ATLANTA AT PITTSBURGH	B-ORG O B-LOC
- King : Jordan is entering a new era .	O O O B-LOC O O O O O O
YEDIOTH AHRONOTH	B-ORG I-ORG
CRICKET - ENGLISH COUNTY CHAMPIONSHIP STANDINGS .	O O B-MISC I-MISC I-MISC O O
It is not clear if the fugitive had diplomatic status in Hong Kong , and officials from the Thai Consulate were not available for comment .	O O O O O O O O O O O B-LOC I-LOC O O O O O B-MISC O O O O O O O
Finals , singles	O O O
TENNIS - EDBERG EXTENDS GRAND SLAM RUN , TOPPLES WIMBLEDON CHAMP .	O O B-PER O O O O O O B-LOC O O
Mike Piazza	B-PER I-PER
CLEVELAND AT DETROIT	B-ORG O B-LOC
It is a holy war for us , " he said .	O O O O O O O O O O O O
Akron , Ohio , $ 6 mln bonds rated single-A - Moody 's .	B-LOC O B-LOC O O O O O O O O B-ORG I-ORG O
Morris drew the ire of liberal Clinton aides for repositioning the president in the political centre .	B-PER O O O O O B-PER O O O O O O O O O O
Reagan recovered fully from his wounds but Brady , who was close to death after being shot by John Hinckley Jr .	B-PER O O O O O O B-PER O O O O O O O O O O B-PER I-PER I-PER O
He said the case of the girl , from a poor family that had never been in trouble with the law , would go before a special court dealing with underage offenders .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
KIEV 1996-08-23	B-LOC O
WED Imphold YR EPS 172.7 170.4-175.0 115.1	O B-ORG O O O O O
In Sofia : Levski Sofia ( Bulgaria ) 1 Olimpija ( Slovenia ) 0	O B-LOC O B-ORG I-ORG O B-LOC O O B-ORG O B-LOC O O
FC Porto 2 Setubal 2	B-ORG I-ORG O B-ORG O
( Spain )	O B-LOC O
3. Hever Golf Rose 11-4 ( Jason Weaver )	O B-PER I-PER I-PER O O B-PER I-PER O
Attendance	O
7. Tristan Hoffman ( Neths ) TVM same time	O B-PER I-PER O B-LOC O B-ORG O O
London 22 12 1 9 611 462 25	B-ORG O O O O O O O
